timestamp,price,predicted,type,alert,confidence,feedback
2026-04-26T21:47:35.165727,6000000.0,6392018.5,Apartment,Fair,LOW,down
2026-04-26T22:05:52.483142,6400000.0,7098617.0,Apartment,Fair,LOW,up
2026-04-27T03:32:14.079967,5000000.0,6406959.0,Apartment,UNDERPRICED,HIGH,down
